iter	Passed	Remaining
780	2622	735
781	2625	731
782	2628	728
783	2631	725
784	2634	721
785	2637	718
786	2640	714
787	2643	711
788	2647	707
789	2650	704
790	2653	701
791	2656	697
792	2659	694
793	2663	690
794	2665	687
795	2669	684
796	2672	680
797	2675	677
798	2678	673
799	2681	670
800	2683	666
801	2686	663
802	2689	659
803	2693	656
804	2696	653
805	2700	649
806	2703	646
807	2706	643
808	2709	639
809	2712	636
810	2715	632
811	2718	629
812	2721	626
813	2724	622
814	2727	619
815	2730	615
816	2733	612
817	2736	608
818	2739	605
819	2743	602
820	2746	598
821	2749	595
822	2752	592
823	2756	588
824	2758	585
825	2761	581
826	2765	578
827	2768	575
828	2771	571
829	2774	568
830	2777	564
831	2780	561
832	2783	557
833	2786	554
834	2789	551
835	2792	547
836	2795	544
837	2798	541
838	2801	537
839	2804	534
840	2807	530
841	2811	527
842	2814	524
843	2817	520
844	2820	517
845	2823	513
846	2826	510
847	2829	507
848	2832	503
849	2835	500
850	2838	497
851	2842	493
852	2844	490
853	2847	486
854	2850	483
855	2854	480
856	2857	476
857	2860	473
858	2863	470
859	2866	466
860	2869	463
861	2872	459
862	2875	456
863	2878	453
864	2882	449
865	2885	446
866	2888	443
867	2891	439
868	2894	436
869	2897	433
870	2900	429
871	2905	426
872	2908	423
873	2911	419
874	2914	416
875	2917	412
876	2920	409
877	2925	406
878	2928	403
879	2931	399
880	2934	396
881	2937	393
882	2940	389
883	2943	386
884	2946	382
885	2949	379
886	2952	376
887	2956	372
888	2959	369
889	2962	366
890	2965	362
891	2968	359
892	2971	356
893	2975	352
894	2978	349
895	2981	346
896	2984	342
897	2987	339
898	2990	336
899	2993	332
900	2997	329
901	2999	325
902	3004	322
903	3006	319
904	3009	315
905	3012	312
906	3015	309
907	3019	305
908	3021	302
909	3025	299
910	3028	295
911	3031	292
912	3034	289
913	3037	285
914	3040	282
915	3043	279
916	3047	275
917	3050	272
918	3053	269
919	3055	265
920	3059	262
921	3062	259
922	3065	255
923	3068	252
924	3071	249
925	3075	245
926	3078	242
927	3081	239
928	3084	235
929	3087	232
930	3090	229
931	3094	225
932	3097	222
933	3101	219
934	3105	215
935	3108	212
936	3111	209
937	3114	205
938	3117	202
939	3120	199
940	3124	195
941	3128	192
942	3131	189
943	3134	185
944	3138	182
945	3141	179
946	3144	175
947	3147	172
948	3150	169
949	3154	166
950	3158	162
951	3161	159
952	3164	156
953	3167	152
954	3171	149
955	3174	146
956	3177	142
957	3180	139
958	3183	136
959	3186	132
960	3190	129
961	3193	126
962	3196	122
963	3199	119
964	3203	116
965	3206	112
966	3209	109
967	3212	106
968	3215	102
969	3218	99
970	3222	96
971	3225	92
972	3228	89
973	3231	86
974	3235	82
975	3238	79
976	3242	76
977	3245	73
978	3249	69
979	3252	66
980	3255	63
981	3258	59
982	3261	56
983	3264	53
984	3267	49
985	3270	46
986	3273	43
987	3276	39
988	3279	36
989	3282	33
990	3286	29
991	3289	26
992	3292	23
993	3295	19
994	3298	16
995	3301	13
996	3304	9
997	3307	6
998	3310	3
999	3313	0
